
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2025-04-22 23:26:06 / ............................................................... ~ 1s
  2025-04-22 23:26:08 /tenant/login ................................................... ~ 1s
  2025-04-22 23:26:09 / ............................................................... ~ 1s
  2025-04-22 23:26:11 /tenant/login ................................................... ~ 1s
  2025-04-22 23:26:12 / ............................................................... ~ 1s
  2025-04-22 23:26:13 /tenant/login ................................................... ~ 1s
  2025-04-22 23:26:14 / ......................................................... ~ 507.17ms
  2025-04-22 23:26:14 /tenant/login ............................................. ~ 498.97ms
  2025-04-22 23:26:15 / ............................................................... ~ 1s
  2025-04-22 23:26:16 /tenant/login ............................................. ~ 516.42ms
  2025-04-22 23:26:16 / ......................................................... ~ 510.99ms
  2025-04-22 23:26:17 /tenant/login ................................................... ~ 1s
  2025-04-22 23:26:18 / ......................................................... ~ 515.43ms
  2025-04-22 23:26:19 /tenant/login ................................................... ~ 1s
  2025-04-22 23:26:20 / ......................................................... ~ 507.48ms
  2025-04-22 23:26:36 / ............................................................... ~ 1s
  2025-04-22 23:26:36 /tenant/login ................................................... ~ 2s
  2025-04-22 23:26:38 / ............................................................... ~ 2s
  2025-04-22 23:26:41 /tenant/login ................................................... ~ 2s
  2025-04-22 23:26:44 / ............................................................... ~ 4s
  2025-04-22 23:26:48 / ............................................................... ~ 1s
  2025-04-22 23:26:49 /tenant/login ................................................... ~ 1s
  2025-04-22 23:26:50 /tenant/login ............................................. ~ 529.61ms
  2025-04-22 23:26:51 /build/assets/app-DbTWgVAB.css .............................. ~ 0.29ms
  2025-04-22 23:26:51 /build/assets/app-Bo-u61x1.js ............................... ~ 2.05ms
  2025-04-22 23:26:51 / ............................................................... ~ 1s
  2025-04-22 23:26:52 /tenant/login ................................................... ~ 1s
  2025-04-22 23:26:54 / ............................................................... ~ 1s
  2025-04-22 23:26:56 / ............................................................... ~ 1s
  2025-04-22 23:26:57 /tenant/login ............................................. ~ 524.37ms
  2025-04-22 23:26:58 / ............................................................... ~ 1s
  2025-04-22 23:26:58 /favicon.ico .................................................... ~ 1s
  2025-04-22 23:26:58 /tenant/login ............................................. ~ 516.51ms
  2025-04-22 23:26:59 / ......................................................... ~ 515.55ms
  2025-04-22 23:27:00 /tenant/login ................................................... ~ 2s
  2025-04-22 23:27:02 / ............................................................... ~ 1s
  2025-04-22 23:27:04 /tenant/login ................................................... ~ 2s
  2025-04-22 23:27:06 / ......................................................... ~ 509.80ms
  2025-04-22 23:27:07 /tenant/login ................................................... ~ 1s
  2025-04-22 23:27:08 / ............................................................... ~ 1s
  2025-04-22 23:27:09 /tenant/login ................................................... ~ 1s
  2025-04-22 23:27:10 / ............................................................... ~ 1s
  2025-04-22 23:27:11 /tenant/login ................................................... ~ 1s
  2025-04-22 23:27:12 / ............................................................... ~ 1s
  2025-04-22 23:27:13 /tenant/login ............................................. ~ 510.44ms
  2025-04-22 23:27:14 / ............................................................... ~ 1s
  2025-04-22 23:27:22 /tenant/login ................................................... ~ 7s
  2025-04-22 23:28:01 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:02 / ............................................................... ~ 1s
  2025-04-22 23:28:03 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:04 / ......................................................... ~ 516.02ms
  2025-04-22 23:28:04 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:06 / ......................................................... ~ 506.54ms
  2025-04-22 23:28:07 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:07 / ......................................................... ~ 511.09ms
  2025-04-22 23:28:08 /tenant/login ............................................. ~ 503.20ms
  2025-04-22 23:28:08 / ............................................................... ~ 1s
  2025-04-22 23:28:09 /tenant/login ............................................. ~ 516.79ms
  2025-04-22 23:28:10 / ............................................................... ~ 1s
  2025-04-22 23:28:11 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:12 / ......................................................... ~ 510.88ms
  2025-04-22 23:28:13 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:14 / ......................................................... ~ 503.66ms
  2025-04-22 23:28:14 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:15 / ............................................................... ~ 1s
  2025-04-22 23:28:16 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:17 / ......................................................... ~ 501.39ms
  2025-04-22 23:28:19 / ............................................................... ~ 1s
  2025-04-22 23:28:20 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:22 / ............................................................... ~ 2s
  2025-04-22 23:28:25 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:26 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:28 / ......................................................... ~ 511.36ms
  2025-04-22 23:28:29 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:30 / ............................................................... ~ 1s
  2025-04-22 23:28:31 / ......................................................... ~ 505.17ms
  2025-04-22 23:28:32 /tenant/login ............................................. ~ 512.39ms
  2025-04-22 23:28:32 / ............................................................... ~ 1s
  2025-04-22 23:28:33 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:34 / ......................................................... ~ 502.91ms
  2025-04-22 23:28:35 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:36 / ............................................................... ~ 1s
  2025-04-22 23:28:38 / ............................................................... ~ 2s
  2025-04-22 23:28:38 / ............................................................... ~ 3s
  2025-04-22 23:28:41 /tenant/login ............................................. ~ 507.62ms
  2025-04-22 23:28:41 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:42 / ............................................................... ~ 2s
  2025-04-22 23:28:44 /tenant/login ............................................. ~ 509.95ms
  2025-04-22 23:28:44 /build/assets/app-DbTWgVAB.css ............................ ~ 515.52ms
  2025-04-22 23:28:45 / ............................................................... ~ 1s
  2025-04-22 23:28:44 /build/assets/app-Bo-u61x1.js ................................... ~ 2s
  2025-04-22 23:28:46 /tenant/login ................................................... ~ 1s
  2025-04-22 23:28:46 /favicon.ico .................................................... ~ 1s
  2025-04-22 23:28:55 /tenant/login ................................................... ~ 2s
  2025-04-22 23:28:57 /casisang-pageant/dashboard ............................... ~ 520.17ms
  2025-04-22 23:28:58 /assets/css/bootstrap.min.css .............................. ~ 10.46ms
  2025-04-22 23:28:58 /assets/css/demo.css ....................................... ~ 12.65ms
  2025-04-22 23:28:58 /assets/js/plugin/webfont/webfont.min.js ................... ~ 16.42ms
  2025-04-22 23:28:58 /assets/img/kaiadmin/logo_light.svg ........................ ~ 19.44ms
  2025-04-22 23:28:58 /assets/css/kaiadmin.min.css ............................... ~ 21.98ms
  2025-04-22 23:28:58 /assets/css/plugins.min.css ................................ ~ 35.16ms
  2025-04-22 23:28:58 /assets/img/jm_denis.jpg .................................. ~ 512.87ms
  2025-04-22 23:28:58 /assets/img/chadengle.jpg ................................... ~ 0.31ms
  2025-04-22 23:28:58 /assets/img/mlane.jpg ....................................... ~ 0.25ms
  2025-04-22 23:28:58 /assets/js/core/jquery-3.7.1.min.js ......................... ~ 3.71ms
  2025-04-22 23:28:58 /assets/css/fonts.min.css ................................... ~ 0.18ms
  2025-04-22 23:28:58 /assets/js/core/popper.min.js ............................... ~ 0.63ms
  2025-04-22 23:28:58 /assets/js/core/bootstrap.min.js ............................ ~ 4.55ms
  2025-04-22 23:28:58 /assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js .. ~ 8.47ms
  2025-04-22 23:28:58 /assets/js/plugin/jquery.sparkline/jquery.sparkline.min.js .. ~ 8.95ms
  2025-04-22 23:28:58 /assets/js/plugin/chart-circle/circles.min.js .............. ~ 21.45ms
  2025-04-22 23:28:58 /assets/js/plugin/chart.js/chart.min.js .................... ~ 22.72ms
  2025-04-22 23:28:58 /assets/js/plugin/datatables/datatables.min.js .............. ~ 0.64ms
  2025-04-22 23:28:58 /assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js .. ~ 9.83ms
  2025-04-22 23:28:58 /assets/js/plugin/jsvectormap/jsvectormap.min.js ........... ~ 12.35ms
  2025-04-22 23:28:58 /assets/js/plugin/jsvectormap/world.js ..................... ~ 13.54ms
  2025-04-22 23:28:58 /assets/js/plugin/sweetalert/sweetalert.min.js ............. ~ 15.33ms
  2025-04-22 23:28:58 /assets/js/kaiadmin.min.js ................................. ~ 18.72ms
  2025-04-22 23:28:58 /assets/js/setting-demo.js .................................. ~ 0.94ms
  2025-04-22 23:28:58 /assets/js/demo.js .......................................... ~ 3.56ms
  2025-04-22 23:28:58 /assets/img/talha.jpg ....................................... ~ 6.42ms
  2025-04-22 23:28:58 /assets/img/profile2.jpg .................................... ~ 8.36ms
  2025-04-22 23:28:58 /assets/img/profile.jpg .................................... ~ 11.09ms
  2025-04-22 23:28:58 /assets/fonts/fontawesome/fa-solid-900.woff2 ................ ~ 0.34ms
  2025-04-22 23:28:58 /assets/fonts/fontawesome/fa-regular-400.woff2 .............. ~ 0.19ms
  2025-04-22 23:28:58 /assets/fonts/fontawesome/fa-brands-400.woff2 ............... ~ 0.23ms
  2025-04-22 23:28:58 /assets/fonts/simple-line-icons/Simple-Line-Icons.woff2?v=2.4.0  ~ 2.74ms
  2025-04-22 23:28:59 /assets/img/kaiadmin/favicon.ico ............................ ~ 0.28ms
  2025-04-22 23:29:04 /casisang-pageant/logout ........................................ ~ 1s
  2025-04-22 23:29:06 /tenant/login ................................................... ~ 1s
  2025-04-22 23:29:07 /build/assets/app-DbTWgVAB.css .............................. ~ 0.26ms
  2025-04-22 23:29:07 /build/assets/app-Bo-u61x1.js ............................... ~ 1.90ms
  2025-04-22 23:29:07 /favicon.ico ................................................ ~ 0.17ms
  2025-04-22 23:29:10 .............................................................. ~ 2m 8s
  2025-04-22 23:31:18 /tenant/login ................................................... ~ 1s
  2025-04-22 23:31:19 /favicon.ico ................................................ ~ 0.16ms
  2025-04-22 23:31:22 /tenant/login ................................................... ~ 1s
  2025-04-22 23:31:23 /favicon.ico ................................................ ~ 0.23ms
  2025-04-22 23:31:25 /favicon.ico ................................................ ~ 0.49ms
  2025-04-22 23:31:25 /tenant/login ................................................... ~ 1s
  2025-04-22 23:31:26 /tenant/login ............................................. ~ 497.74ms
  2025-04-22 23:31:27 /build/assets/app-DbTWgVAB.css ............................ ~ 507.82ms
  2025-04-22 23:31:27 /build/assets/app-Bo-u61x1.js ............................. ~ 509.50ms
  2025-04-22 23:31:27 /favicon.ico ................................................ ~ 0.20ms
  2025-04-22 23:31:42 /tenant/login ................................................... ~ 7s
  2025-04-22 23:32:52 /tenant/login ................................................... ~ 1s
  2025-04-22 23:32:54 / ......................................................... ~ 512.17ms
  2025-04-22 23:32:55 /tenant/login ................................................... ~ 1s
  2025-04-22 23:32:56 / ......................................................... ~ 504.56ms
  2025-04-22 23:32:56 /tenant/login ................................................... ~ 1s
  2025-04-22 23:32:57 / ............................................................... ~ 1s
  2025-04-22 23:32:58 /tenant/login ............................................. ~ 511.07ms
  2025-04-22 23:32:59 / ............................................................... ~ 1s
  2025-04-22 23:32:59 /tenant/login ............................................. ~ 508.63ms
  2025-04-22 23:33:00 / ......................................................... ~ 996.85ms
  2025-04-22 23:33:01 /tenant/login ............................................. ~ 511.45ms
  2025-04-22 23:33:02 / ............................................................... ~ 1s
  2025-04-22 23:33:03 /tenant/login ............................................. ~ 495.24ms
  2025-04-22 23:33:03 / ............................................................... ~ 1s
  2025-04-22 23:33:04 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:05 / ............................................................... ~ 1s
  2025-04-22 23:33:07 /tenant/login ............................................. ~ 497.90ms
  2025-04-22 23:33:07 / ......................................................... ~ 509.60ms
  2025-04-22 23:33:08 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:09 / ......................................................... ~ 505.97ms
  2025-04-22 23:33:11 / ............................................................... ~ 1s
  2025-04-22 23:33:11 /tenant/login ............................................. ~ 521.48ms
  2025-04-22 23:33:12 / ............................................................... ~ 1s
  2025-04-22 23:33:13 /tenant/login ............................................. ~ 511.14ms
  2025-04-22 23:33:14 / ............................................................... ~ 1s
  2025-04-22 23:33:14 /tenant/login ............................................. ~ 507.50ms
  2025-04-22 23:33:15 / ............................................................... ~ 1s
  2025-04-22 23:33:16 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:17 / ......................................................... ~ 512.29ms
  2025-04-22 23:33:18 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:18 / ......................................................... ~ 509.33ms
  2025-04-22 23:33:19 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:20 / ......................................................... ~ 513.73ms
  2025-04-22 23:33:21 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:22 / ......................................................... ~ 514.07ms
  2025-04-22 23:33:22 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:23 / ......................................................... ~ 508.76ms
  2025-04-22 23:33:24 /tenant/login ............................................. ~ 998.63ms
  2025-04-22 23:33:25 / ............................................................... ~ 1s
  2025-04-22 23:33:26 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:33 /tenant/login ................................................... ~ 2s
  2025-04-22 23:33:35 / ............................................................... ~ 1s
  2025-04-22 23:33:36 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:37 / ......................................................... ~ 511.39ms
  2025-04-22 23:33:37 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:38 / ............................................................... ~ 1s
  2025-04-22 23:33:39 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:40 / ......................................................... ~ 511.50ms
  2025-04-22 23:33:41 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:42 / ............................................................... ~ 1s
  2025-04-22 23:33:43 /tenant/login ............................................. ~ 495.89ms
  2025-04-22 23:33:43 / ............................................................... ~ 1s
  2025-04-22 23:33:44 /tenant/login ............................................. ~ 495.15ms
  2025-04-22 23:33:45 / ............................................................... ~ 1s
  2025-04-22 23:33:46 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:47 / ......................................................... ~ 513.25ms
  2025-04-22 23:33:48 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:48 / ......................................................... ~ 507.72ms
  2025-04-22 23:33:49 /tenant/login ................................................... ~ 1s
  2025-04-22 23:33:50 / ............................................................... ~ 1s
  2025-04-22 23:34:09 / ............................................................... ~ 2s
  2025-04-22 23:34:11 /tenant/login ............................................. ~ 509.91ms
  2025-04-22 23:34:12 / ......................................................... ~ 515.40ms
  2025-04-22 23:34:12 /tenant/login ................................................... ~ 1s
  2025-04-22 23:34:13 / ............................................................... ~ 1s
  2025-04-22 23:34:14 /tenant/login ............................................. ~ 516.26ms
  2025-04-22 23:34:15 / ............................................................... ~ 1s
  2025-04-22 23:34:16 /tenant/login ................................................... ~ 1s
  2025-04-22 23:34:17 / ............................................................... ~ 1s
  2025-04-22 23:34:19 /tenant/login ................................................... ~ 1s
  2025-04-22 23:34:20 / ......................................................... ~ 512.36ms
  2025-04-22 23:34:21 /tenant/login ................................................... ~ 1s
  2025-04-22 23:34:21 / ......................................................... ~ 501.70ms
  2025-04-22 23:34:22 /tenant/login ................................................... ~ 1s
  2025-04-22 23:34:23 / ............................................................... ~ 1s
  2025-04-22 23:34:25 /tenant/login ................................................... ~ 1s
  2025-04-22 23:34:26 / ............................................................... ~ 1s
  2025-04-22 23:34:27 /tenant/login ............................................. ~ 515.12ms
  2025-04-22 23:34:28 / ......................................................... ~ 506.95ms
  2025-04-22 23:34:28 /tenant/login ................................................... ~ 1s
  2025-04-22 23:34:59 /tenant/login ................................................... ~ 1s
  2025-04-22 23:35:01 / ............................................................... ~ 1s
  2025-04-22 23:35:01 /tenant/login ................................................... ~ 1s
  2025-04-22 23:35:02 / ............................................................... ~ 1s
  2025-04-22 23:35:03 /tenant/login ............................................. ~ 504.92ms
  2025-04-22 23:35:04 / ............................................................... ~ 1s
  2025-04-22 23:35:05 /tenant/login ................................................... ~ 2s
  2025-04-22 23:35:08 / ............................................................... ~ 2s
  2025-04-22 23:35:10 /tenant/login ................................................... ~ 2s
  2025-04-22 23:35:12 / ............................................................... ~ 2s
  2025-04-22 23:35:14 /tenant/login ................................................... ~ 2s
  2025-04-22 23:35:16 / ............................................................... ~ 2s
  2025-04-22 23:35:18 /tenant/login ................................................... ~ 2s
  2025-04-22 23:35:20 / ............................................................... ~ 2s
  2025-04-22 23:35:23 /tenant/login ................................................... ~ 1s
  2025-04-22 23:35:24 / ............................................................... ~ 1s
  2025-04-22 23:35:26 /tenant/login ................................................... ~ 2s
  2025-04-22 23:35:28 / ............................................................... ~ 1s
  2025-04-22 23:35:30 /tenant/login ................................................... ~ 1s
  2025-04-22 23:35:32 / ............................................................... ~ 1s
  2025-04-22 23:35:51 / ............................................................... ~ 1s
  2025-04-22 23:35:52 /tenant/login ............................................. ~ 510.32ms
  2025-04-22 23:35:53 / ......................................................... ~ 516.47ms
  2025-04-22 23:35:54 /tenant/login ................................................... ~ 1s
  2025-04-22 23:35:54 / ............................................................... ~ 1s
  2025-04-22 23:35:55 /tenant/login ............................................. ~ 996.72ms
  2025-04-22 23:35:56 / ......................................................... ~ 513.71ms
  2025-04-22 23:35:57 /tenant/login ................................................... ~ 1s
  2025-04-22 23:35:58 / ............................................................... ~ 1s
  2025-04-22 23:35:59 /tenant/login ............................................. ~ 506.47ms
  2025-04-22 23:36:00 / ............................................................... ~ 1s
  2025-04-22 23:36:00 /tenant/login ............................................. ~ 511.05ms
  2025-04-22 23:36:01 / ............................................................... ~ 1s
  2025-04-22 23:36:02 /tenant/login ............................................. ~ 524.53ms
  2025-04-22 23:36:03 / ............................................................... ~ 1s
  2025-04-22 23:36:04 /tenant/login ............................................. ~ 505.67ms
  2025-04-22 23:36:05 / ............................................................... ~ 1s
  2025-04-22 23:36:06 /tenant/login ................................................... ~ 1s
  2025-04-22 23:36:06 / ......................................................... ~ 514.59ms
  2025-04-22 23:36:07 /tenant/login ................................................... ~ 1s
  2025-04-22 23:36:08 /build/assets/app-DbTWgVAB.css .............................. ~ 0.36ms
  2025-04-22 23:36:08 /build/assets/app-Bo-u61x1.js ............................... ~ 1.40ms
  2025-04-22 23:36:08 /favicon.ico ................................................ ~ 0.11ms
